"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_act_il","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_120dpd_2m","num_tl_30dpd","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","revol_bal_joint","sec_app_earliest_cr_line","sec_app_inq_last_6mths","sec_app_mort_acc","sec_app_open_acc","sec_app_revol_util","sec_app_open_act_il","sec_app_num_rev_accts","sec_app_chargeoff_within_12_mths","sec_app_collections_12_mths_ex_med","sec_app_mths_since_last_major_derog","hardship_flag","hardship_type","hardship_reason","hardship_status","deferral_term","hardship_amount","hardship_start_date","hardship_end_date","payment_plan_start_date","hardship_length","hardship_dpd","hardship_loan_status","orig_projected_additional_accrued_interest","hardship_payoff_balance_amount","hardship_last_payment_amount","disbursement_method","debt_settlement_flag","debt_settlement_flag_date","settlement_status","settlement_date","settlement_amount","settlement_percentage","settlement_term"
"","","6000","6000","6000"," 36 months","  8.90%","190.52","A","A5","Lorain County Common Pleas Court","7 years","RENT","47000","Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/09/11 > to help a family member in need<br><br> Borrower added on 12/09/11 > Sorry...reason for this loan is Home Improvement<br>","other","Personal Loan","440xx","OH","14.43","0","Jan-1995","3","78","","8","0","3917","31.4%","14","f","0.00","0.00","6858.7000020667","6858.70","6000.00","858.70","0.0","0.0","0.0","Dec-2014","199.26","","Aug-2017","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","4200","4200","4200"," 60 months"," 17.27%","105","D","D3","physicians surgery center of tempe","9 years","RENT","43000","Source Verified","Dec-2011","Charged Off","n","","  Borrower added on 12/09/11 > job is stable<br><br> Borrower added on 12/09/11 > been with my job for almost 10 years, want to pay off credit cards etc<br>","debt_consolidation","Credit Card Consolidation","852xx","AZ","10.13","0","Nov-1996","1","82","","9","0","8843","77%","19","f","0.00","0.00","4199.999999999983","4200.00","2381.46","1807.62","0.0","10.92","1.9656","Apr-2015","105.0","","Feb-2017","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","4000","4000","4000"," 36 months","  6.62%","122.82","A","A2","Gentiva Health Services","6 years","MORTGAGE","120000","Source Verified","Dec-2011","Fully Paid","n","","","home_improvement","Hot tub","271xx","NC","3.89","0","Feb-1997","1","","","13","0","11947","24.4%","31","f","0.00","0.00","4153.2024789298","4153.20","4000.00","153.20","0.0","0.0","0.0","Aug-2012","1918.67","","Sep-2012","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","3000","3000","3000"," 36 months"," 10.65%","97.72","B","B2","ADP","10+ years","MORTGAGE","86004","Not Verified","Dec-2011","Charged Off","n","","","other","Lending Club","070xx","NJ","13.37","0","Dec-1997","2","","","8","0","23964","64.6%","35","f","0.00","0.00","2241.56","2241.56","1629.41","417.88","0.0","194.27","1.8944000011","Sep-2013","97.72","","Oct-2016","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","5400","5400","5400"," 36 months"," 12.69%","181.15","B","B5","Ericsson","10+ years","MORTGAGE","75000","Not Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/09/11 > Motorcycle<br>","car","Motorcycle","773xx","TX","8.8","0","Jan-1992","0","31","","6","0","10376","68.7%","33","f","0.00","0.00","6276.6369329309","6276.64","5400.00","876.64","0.0","0.0","0.0","Aug-2013","2844.38","","Sep-2013","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","15000","15000","15000"," 36 months"," 16.29%","529.51","D","D1","Bentall Kennedy","1 year","RENT","110000","Verified","Dec-2011","Charged Off","n","","  Borrower added on 12/09/11 > I need a short-term loan for my business. I am looking to raise the necessary capital without selling my existing investments.<br><br>Thank you.<br><br>","small_business","Short-Term Business Loan","750xx","TX","21.99","2","Nov-1998","0","4","","12","0","40370","84.1%","24","f","0.00","0.00","1874.13","1874.13","655.77","402.57","0.0","815.79","146.7198","Feb-2012","529.51","","Oct-2016","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","20000","20000","19523.421916715784"," 60 months"," 18.64%","514.86","E","E1","cardinal logistics","3 years","MORTGAGE","80000","Source Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/09/11 > debt consolidation<br> Borrower added on 12/11/11 > i have a great job no problem paying loan very stable this loan is figured in to my monthly budget.<br>","debt_consolidation","my plan","850xx","AZ","23.47","0","Jan-2001","0","","","8","0","11952","88.5%","13","f","0.00","0.00","22957.8627561901","21820.02","20000.00","2957.86","0.0","0.0","0.0","Oct-2012","18326.72","","Nov-2012","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","10400","10400","10400"," 36 months"," 12.69%","348.87","B","B5","Nasoft USA","4 years","RENT","44000","Source Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/09/11 > I have been working at nasoft going on my 5th year. i need this to pay off 2 credit cards. As you can see i have always paid the payments on time if you can see my credit history... but with this i know in three years maximum i can be debt free. I also have a car payment and that loan is up in sept of 2012... so after sept of 2012 i can pay more then the $350 a month. and after calculation id be paying for more then 10 years on both credit cards to pay off at minimum payments. and by the goal i have set. i can pay this of in 26 months... so 10 months before the 3 year plan.<br> Borrower added on 12/12/11 > Thank you<br>","credit_card","debt consolidation","920xx","CA","19.91","0","Apr-2002","2","","","6","0","13695","90.1%","21","f","0.00","0.00","12559.160013601999","12559.16","10400.00","2159.16","0.0","0.0","0.0","Dec-2014","375.39","","Feb-2018","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","4500","4500","4500"," 60 months"," 17.58%","113.25","D","D4","US Air Force","7 years","MORTGAGE","51600","Source Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/09/11 > I have a lot of debt spread over several credit cards which I encured from remodeling my house. I would like to consolidate it all into one loan so that I may pay it down faster.<br>","debt_consolidation","Credit Card Consolidation","984xx","WA","22.63","0","Jun-2004","1","","","8","0","13739","67.7%","13","f","0.00","0.00","6294.5100030523","6294.51","4500.00","1794.51","0.0","0.0","0.0","Oct-2014","2554.52","","Feb-2016","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","11500","11500","11500"," 36 months"," 12.42%","384.28","B","B4","Fairmont Hotel","< 1 year","RENT","38500","Source Verified","Dec-2011","Fully Paid","n","","","credit_card","Personal Loan","200xx","DC","13.06","0","Oct-2004","0","","","8","0","10838","89.6%","15","f","0.00","0.00","13853.320666003801","13853.32","11500.00","2334.11","19.209999945001","0.0","0.0","Dec-2014","392.68","","Dec-2014","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","10000","10000","9975"," 36 months","  6.62%","307.04","A","A2","Beckman coulter","4 years","RENT","75000","Verified","Dec-2011","Fully Paid","n","","","home_improvement","Renovation loan","333xx","FL","24.85","0","Nov-1999","2","64","","19","0","3548","5.9%","40","f","0.00","0.00","10744.7413450485","10717.88","10000.00","744.74","0.0","0.0","0.0","May-2013","5847.47","","Jun-2013","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","18225","13450","13425"," 60 months"," 13.49%","309.42","C","C1","applied IndustrialTechnoliges","10+ years","MORTGAGE","37320","Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/09/11 > I am applying for this loan because I want to consolidate my debts.  I feel like I am a good candidate for this loan.  My credit score is above 720.  I have been employed by the same company for eleven years, and it is a stable job that provides a stable income.  I take pride in the fact that I have never skipped a payment or been late for a payment before.  <br>","debt_consolidation","Bill loan","301xx","GA","20.8","0","Jun-2001","0","","","8","0","17404","74.4%","12","f","0.00","0.00","14879.7230064505","14852.07","13450.00","1429.72","0.0","0.0","0.0","Oct-2012","12102.24","","Aug-2015","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","3600","3600","3600"," 36 months","  8.90%","114.32","A","A5","","10+ years","RENT","55000","Not Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/05/11 > i am going to pay off and then cancel several credit cards with a higher interest rate<br>Borrower added on 12/05/11 > i am going to pay off and then cancel several credit cards with a higher interest rate<br>Borrower added on 12/05/11 > i am going to pay off and then cancel several credit cards with a higher interest rate<br>Borrower added on 12/05/11 > i am going to pay off and then cancel several credit cards with a higher interest rate<br>","debt_consolidation","FREEDOM","117xx","NY","5.48","0","Jun-2002","0","","","8","0","9550","65.9%","18","f","0.00","0.00","3977.3315513985","3977.33","3600.00","377.33","0.0","0.0","0.0","Jun-2013","2037.38","","Feb-2018","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","18500","13250","13250"," 60 months"," 11.71%","292.81","B","B3","Cisco System Inc.","2 years","RENT","100000","Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/16/11 > Making a investment in a property. Getting it for really less and hopefully worth an investment and should appreciate in near future.<br>","major_purchase","Personal Investment Loan","940xx","CA","0.72","0","Jan-2003","0","","","7","0","6149","10.4%","10","f","0.00","0.00","16367.2490090388","16367.25","13250.00","3117.25","0.0","0.0","0.0","Jun-2014","7889.73","","Jul-2014","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","16800","16800","16775"," 60 months"," 18.25%","428.9","D","D5","Colorado Department of Public Safety","10+ years","MORTGAGE","70000","Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/09/11 > Thanks for looking at my loan. I plan to use the loan to payoff higher interest rate credit cards that my family and I have used to pay for one-time medical costs. I'd rather have the extra money for my family than to pay a bank a high interest rate.<br><br>I recently tried speaking with my credit card companies about lowering my interest rates with them, but to no avail. Therefore I knew that Lending Club would be the best next step.<br><br>I believe that the best indicator of if someone is going to be responsible and payoff their loan is if they do not have any delinquencies. If a person has 0 delinquencies, to me this means that that person thinks that it is very important to pay their debts on time. You will see that I have 0 delinquencies because I hold my credit in such high regard.<br><br>I am ALWAYS ON TIME with my payments, as I have complete respect for my credit score, because I know how important it is for family (being able to provide housing, transportation, etc etc).<br><br>Again, thanks for looking at my loan. If you invest in my loan, I will ALWAYS be one of your &quot;Current&quot; notes!<br>","credit_card","Lower My Overall Interest Rate ","811xx","CO","21.5","0","Sep-1999","2","","","10","0","10296","38.4%","18","f","0.00","0.00","22813.5337309786","22779.59","16800.00","6013.53","0.0","0.0","0.0","Jun-2014","112.14","","May-2014","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","10000","10000","10000"," 36 months"," 17.27%","357.88","D","D3","MACYS","8 years","RENT","68000","Not Verified","Dec-2011","Charged Off","n","","  Borrower added on 12/09/11 > I WANT TO PAY OFF CARDS AND HAVE ONE PAYMENT<br><br> Borrower added on 12/09/11 > I HAVE BEEN AT MY JOB FOR 7.5 YEARS<br>","debt_consolidation","PAYOFF","597xx","MT","17.15","0","Mar-2002","1","","","7","0","6754","92.5%","16","f","0.00","0.00","8589.12","8589.12","6067.35","2507.07","0.0","14.7","0.0","Dec-2013","357.88","","Dec-2013","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","15000","15000","15000"," 36 months"," 18.25%","544.17","D","D5","Catholic Healthcare West","10+ years","MORTGAGE","66000","Not Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/09/11 > I want pay off Grand View timeshare in Las Vegas, and paydown high interest credit card, home improvement (lawn).<br>","debt_consolidation","Debt Consolidation Loan","945xx","CA","8.49","2","Jan-1988","2","9","","10","0","17258","89.1%","28","f","0.00","0.00","17729.2895494466","17729.29","15000.00","2729.29","0.0","0.0","0.0","Feb-2013","10661.18","","Mar-2016","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","8000","8000","8000"," 36 months"," 11.71%","264.61","B","B3","jpmorgan chase","8 years","RENT","85000","Source Verified","Dec-2011","Fully Paid","n","","","major_purchase","Loan 1","070xx","NJ","10.22","0","Nov-2002","1","","","12","0","15938","35.7%","29","f","0.00","0.00","8371.9632212873","8371.96","8000.00","371.96","0.0","0.0","0.0","May-2012","7317.57","","Dec-2017","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","25000","17950","17925"," 60 months"," 16.77%","443.89","D","D2","Chase Bank","1 year","RENT","83004","Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/10/11 > I have 5 active credit cards which I will be paying off and closing 3 of them.  I also have an auto loan that I will be paying off.  With this consolidation I will be saving over $350 a month.<br> Borrower added on 12/12/11 > I have a stable job and have been employed time for the last 11 years. <br>","debt_consolidation","Debt Consolidation Loan","957xx","CA","13.66","0","Aug-1997","0","","","10","0","22388","82.9%","19","f","0.00","0.00","19647.9685955935","19620.60","17950.00","1697.97","0.0","0.0","0.0","Jul-2012","16993.32","","Feb-2018","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","16000","16000","16000"," 36 months","  7.90%","500.65","A","A4","Gugino & Mortimer, PLC","1 year","RENT","51000","Source Verified","Dec-2011","Charged Off","n","","  Borrower added on 12/09/11 > The purpose fo this loan is to consolidate three credit cards. My husband and I have three Chase credit cards that we want to consolidate into one payment and save on interest. <br>","debt_consolidation","Pay off Chase","857xx","AZ","24.66","0","Dec-1992","0","","","8","0","29485","81%","28","f","0.00","0.00","11931.259999999998","11931.26","9323.14","1688.52","0.0","919.6","9.1696","Oct-2013","500.65","","Oct-2016","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","8000","8000","8000"," 36 months"," 10.65%","260.59","B","B2","Contractor's Cargo","2 years","RENT","55000","Source Verified","Dec-2011","Fully Paid","n","","","debt_consolidation","Debt Consolidation Loan","908xx","CA","11.56","0","Apr-1999","0","29","","9","0","9004","15.7%","10","f","0.00","0.00","8925.9829409855","8925.98","8000.00","925.98","0.0","0.0","0.0","Apr-2013","5025.51","","Mar-2017","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","7200","7200","7200"," 36 months","  7.51%","224","A","A3","Bank of America","10+ years","MORTGAGE","47000","Source Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/09/11 > Debt Consolidation<br>","debt_consolidation","Debt Consolidation Loan","236xx","VA","19.74","0","Mar-1998","0","","","12","0","16106","83.5%","32","f","0.00","0.00","8063.9199982699","8063.92","7200.00","863.92","0.0","0.0","0.0","Dec-2014","239.21","","Sep-2017","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","12000","12000","12000"," 36 months","  7.51%","373.33","A","A3","companion hospice","4 years","RENT","86000","Source Verified","Dec-2011","Fully Paid","n","","","debt_consolidation","unique","926xx","CA","13.3","0","Aug-2002","1","","","16","0","13715","51.8%","25","f","0.00","0.00","13099.510010650001","13099.51","12000.00","1099.51","0.0","0.0","0.0","Oct-2013","967.21","","Oct-2013","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","2200","2200","2200"," 36 months"," 15.27%","76.56","C","C4","Regent care center","10+ years","OWN","48000","Not Verified","Dec-2011","Charged Off","n","","","debt_consolidation","Truck repair","773xx","TX","5.47","0","May-2000","3","76","","3","0","10130","83.7%","7","f","0.00","0.00","2294.0","2294.00","353.21","182.71","0.0","1758.08","317.104599999","Jul-2012","76.56","","Feb-2018","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","20000","20000","19975"," 60 months"," 12.69%","451.9","B","B5","","10+ years","RENT","49000","Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/09/11 > Thank you <br> Borrower added on 12/13/11 > I need those many to fix my apartment .and I pramis am gone pay back on time ,or before time. Thank you so much .<br><br> Borrower added on 12/13/11 > I Ned those many to fix my apartment. I pramis am gone pay back on time ,or before time expire.thank you very Mach.<br><br>  Borrower added on 12/16/11 > Hi I like to have this loan before holidays to fix my apartment .i promis I will pay on time .thank you so much .and happy holidays to Oll of you<br>","other","Fixin my apartment","104xx","NY","17.78","0","Apr-2001","0","","","10","0","12064","66.9%","26","f","0.00","0.00","27113.4943111777","27079.60","20000.00","7113.49","0.0","0.0","0.0","Dec-2016","451.39","","Feb-2018","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","28000","28000","28000"," 60 months"," 12.42%","628.81","B","B4","Roth Marz Partnership","4 years","MORTGAGE","85000","Source Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/09/11 > We are looking to consolidate a couple credit cards that have recently jacked up our interest rates to unreasonable levels.  Just because we have a good credit record, they feel they can make us pay higher rates to accomodate their bad spending habits.  We appreciate your confidence in us.  I hope you will see that we are never late on payments, always pay above the minimum balance and have the financial backing to support this debt.  FYI, the cards we pay off will absolutely be closed.  We have already ceased using them.  Thanks again..<br>","debt_consolidation","Debt refinance","165xx","PA","15.87","0","Jul-1995","1","","","10","0","23199","58.7%","31","f","0.00","0.00","31961.733940788807","31961.73","28000.00","3961.73","0.0","0.0","0.0","Mar-2013","23160.52","","Mar-2013","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","6000","6000","6000"," 36 months","  7.51%","186.67","A","A3","Little Rock Convention & Visitors Bureau","2 years","MORTGAGE","50000","Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/09/11 > I plan to use this loan to pay off a ridiculous high rate credit card and close that account. After a major change in my life, I am eager to take back control of my finances and build on my good credit score. I have worked in my professional field for nearly 20 years, and have a solid employment history, currently with a city agency that conyinues to grow. The monthly payment on this loan is easily within my budget, and it will be a huge relief to see less of my money going to crazy, high interest rates. I am also eager to remain a part of Lending Club beyond this loan, and see benefits of future investments here. Thank you for your consideration.<br>","debt_consolidation","Debt Consolidation Loan","720xx","AR","23.86","0","Sep-2000","1","","","8","0","22282","62.4%","23","f","0.00","0.00","6719.9200014419","6719.92","6000.00","719.92","0.0","0.0","0.0","Dec-2014","201.76","","Dec-2014","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","25000","25000","24975"," 60 months"," 19.42%","654.31","E","E3","hudson national golf club","10+ years","RENT","105000","Verified","Dec-2011","Charged Off","n","","  Borrower added on 12/09/11 > thank you , i approciate your help<br>","credit_card","personnel","105xx","NY","21.13","0","Aug-2000","0","","","16","0","28380","85.3%","42","f","0.00","0.00","36098.36","36062.36","21873.39","14095.46","0.0","129.51","20.0358","Jul-2016","654.31","","Oct-2017","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","8000","8000","8000"," 60 months","  8.90%","165.68","A","A5","St. Johnland","1 year","RENT","51204","Not Verified","Dec-2011","Charged Off","n","","","debt_consolidation","Debt Consolidation","117xx","NY","25.12","0","Aug-1987","0","68","","16","0","20888","37.6%","40","f","0.00","0.00","4639.04","4639.04","3271.74","1367.30","0.0","0.0","0.0","May-2014","34.32","","Feb-2017","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","14400","14400","14400"," 36 months"," 15.27%","501.09","C","C4","3 mile harbor boatyard","2 years","RENT","42996","Not Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/09/11 > need to pay off a personal loan, a bunch of bills and would like to finance a new car and have a big medical bill which is holding me back from going and getting medical insurance. <br>","debt_consolidation","Debt Consolidation Loan","119xx","NY","0.98","0","Aug-2008","1","","","3","0","62","7.7%","3","f","0.00","0.00","14762.6105905304","14762.61","14400.00","362.61","0.0","0.0","0.0","Feb-2012","14267.16","","Mar-2017","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","20000","13700","13675"," 60 months"," 19.03%","355.62","E","E2","","5 years","RENT","60000","Verified","Dec-2011","Fully Paid","n","","","credit_card","anto cc","907xx","CA","18.06","0","Oct-1994","0","62","","11","0","29665","97.4%","28","f","0.00","0.00","19738.8248996482","19702.81","13700.00","6038.82","0.0","0.0","0.0","Nov-2014","7663.24","","Oct-2016","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","25000","19950","19925"," 60 months"," 14.27%","467","C","C2","The Community College of Baltimore Count","10+ years","MORTGAGE","85000","Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/09/11 > Thank you for your consideration of my loan request.  This loan will enable me to pay off my expensive credit card debt and see an actual end to those monthly payments. <br>","debt_consolidation","Debt Consolidation Loan","211xx","MD","13.41","0","Oct-1986","0","","","11","0","25856","91.7%","31","f","0.00","0.00","28011.879962115498","27976.78","19950.00","8061.88","0.0","0.0","0.0","Oct-2016","1392.88","","Nov-2016","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
